11  50.2134	3.300000e+00	-5.000000e+00	4.136076e-01	-4.559856e+00	1.368603e+00	-1.453125e+00	4.095069e-01	2.565205e-01	1.917037e-01	8.952408e-02	4.682032e-01	8.288221e-01	7.671100e+00	
4  40.0064	2.991785e+00	-4.278985e+00	4.136076e-01	-4.559856e+00	1.368603e+00	-1.453125e+00	4.095069e-01	2.565205e-01	1.917037e-01	8.952408e-02	4.682032e-01	8.331554e-01	7.671100e+00	
6  34.026	2.991785e+00	-4.278985e+00	5.654819e-01	-3.699972e+00	1.208161e+00	-7.492554e-01	3.828586e-01	2.845837e-01	2.156901e-01	8.742736e-02	2.803474e-01	8.331554e-01	7.671100e+00	
192  33.2624	2.991785e+00	-4.278985e+00	7.659584e-01	-4.731221e+00	1.176315e+00	-1.122925e+00	3.734813e-01	2.689306e-01	3.063786e-01	9.262679e-02	5.380107e-01	8.331554e-01	7.671100e+00	
10  32.2335	2.991785e+00	-4.278985e+00	5.371647e-01	-4.132490e+00	1.089850e+00	-1.700871e+00	3.547281e-01	3.060985e-01	2.737797e-01	8.622014e-02	5.873136e-01	8.331554e-01	7.671100e+00	
17  26.1128	2.991785e+00	-4.278985e+00	3.604864e-01	-2.674834e+00	1.197895e+00	6.237710e-02	3.824068e-01	3.082622e-01	2.577699e-01	1.056520e-01	9.688294e-01	8.331554e-01	7.671100e+00	
36  25.8059	2.991785e+00	-4.278985e+00	3.565575e-01	-2.485851e+00	1.176170e+00	6.101883e-01	3.806057e-01	3.299557e-01	2.345878e-01	9.565828e-02	9.474963e-01	8.331554e-01	7.671100e+00	
99  25.8423	2.972911e+00	-4.783294e+00	3.565575e-01	-2.485851e+00	1.176170e+00	6.101883e-01	3.806057e-01	3.299557e-01	2.345878e-01	9.565828e-02	9.474963e-01	8.277934e-01	7.671100e+00	
31  25.6904	3.397198e+00	-3.089908e+00	3.565575e-01	-2.485851e+00	1.176170e+00	6.101883e-01	3.806057e-01	3.299557e-01	2.345878e-01	9.565828e-02	9.474963e-01	8.303490e-01	7.671100e+00	
122  26.9611	3.397198e+00	-3.089908e+00	6.968938e-01	-3.493384e+00	1.243974e+00	1.349734e-01	3.463412e-01	3.255110e-01	2.423936e-01	7.968348e-02	4.356106e-01	8.303490e-01	7.671100e+00	
104  26.1913	3.553826e+00	-5.050839e+00	6.968938e-01	-3.493384e+00	1.243974e+00	1.349734e-01	3.463412e-01	3.255110e-01	2.423936e-01	7.968348e-02	4.356106e-01	8.226279e-01	7.671100e+00	
2  27.5193	3.553826e+00	-5.050839e+00	7.211875e-01	-4.170167e+00	1.169249e+00	-8.994918e-01	3.354457e-01	3.233458e-01	2.665018e-01	7.435565e-02	5.776066e-01	8.226279e-01	7.671100e+00	
2  28.9396	3.553826e+00	-5.050839e+00	7.161365e-01	-4.971221e+00	1.211466e+00	-2.224025e+00	3.480332e-01	2.965524e-01	2.799190e-01	8.063033e-02	4.459703e-01	8.226279e-01	7.671100e+00	
